,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Year,population,county,year
0,INV-09962700007,01/23/2018,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012.0,POINT (-95.551866 42.75508),18.0,CHEROKEE,1012100.0,Canadian Whiskies,395,PROXIMO,14192,Pendleton Canadian Whisky,12,750,13.1,19.65,3,58.95,2.25,0.59,2018,,,
1,INV-09965700080,01/23/2018,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613.0,POINT (-92.435236 42.512789),7.0,BLACK HAWK,1031100.0,American Vodkas,55,SAZERAC NORTH AMERICA,35318,Barton Vodka,6,1750,6.92,10.38,12,124.56,21.0,5.55,2018,131723,,
2,INV-10018300132,01/25/2018,2544,Hy-Vee Food Store / Marshalltown,802 South Center,Marshalltown,50158.0,POINT (-92.912817 42.039205),64.0,MARSHALL,1062100.0,Gold Rum,434,LUXCO INC,45247,Paramount Gold Rum,12,1000,4.42,6.63,12,79.56,12.0,3.17,2018,,,
3,INV-10004400033,01/25/2018,2130,Sycamore Convenience,617 Sycamore,Waterloo,50703.0,POINT (-92.335358 42.497854),7.0,BLACK HAWK,1062500.0,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,10.49,15.74,36,566.64,36.0,9.51,2018,131723,,
4,INV-09923000033,01/22/2018,5373,Sodes Green Acre,7 Goethe Street Ste. B,Guttenberg,52052.0,POINT (-91.095813 42.782907),22.0,CLAYTON,1081600.0,Whiskey Liqueur,260,DIAGEO AMERICAS,66213,Piehole Pecan Pie,12,750,7.49,11.24,2,22.48,1.5,0.4,2018,,,
5,INV-09984400003,01/24/2018,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010.0,POINT (-93.618911 42.022854),85.0,STORY,1011300.0,Single Barrel Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18350,Four Roses Single Barrel,6,750,20.17,30.26,6,181.56,4.5,1.19,2018,,,
6,INV-09999000066,01/24/2018,5514,Johncy's Liquor Store,585 Hwy 965 Ste D & E,North Liberty,52317.0,POINT (-91.60761 41.738129),52.0,JOHNSON,1012200.0,Scotch Whiskies,240,William Grant & Sons Inc,5635,Monkey Shoulder,6,750,17.5,26.25,6,157.5,4.5,1.19,2018,,,
7,INV-09944200006,01/23/2018,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402.0,POINT (-91.680734 42.034748),57.0,LINN,1011100.0,Blended Whiskies,260,DIAGEO AMERICAS,25606,Seagrams 7 Crown Bl Whiskey,12,750,7.0,10.5,12,126.0,9.0,2.38,2018,,,
8,INV-09907700048,01/19/2018,5245,Phillips 66,"1516, SE  1st St",Des Moines,50315.0,POINT (-93.613469 41.57592900000001),77.0,POLK,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11773,Black Velvet,48,200,1.56,2.34,4,9.36,0.8,0.21,2018,,,
9,INV-09962100007,01/23/2018,5274,FCA Kingsley C-Store,101 Main St,Kingsley,51028.0,POINT (-95.967322 42.58707400000001),75.0,PLYMOUTH,1081200.0,Cream Liqueurs,300,McCormick Distilling Co.,65199,Tequila Rose Liqueur,12,1000,11.5,17.25,12,207.0,12.0,3.17,2018,,,
10,INV-09972400036,01/24/2018,2551,Hy-Vee Food Store / Chariton,2001 West Court,Chariton,50049.0,,59.0,LUCAS,1012200.0,Scotch Whiskies,260,DIAGEO AMERICAS,5290,J & B Rare Scotch,12,750,12.25,18.38,3,55.14,2.25,0.59,2018,,,
11,INV-09953000015,01/23/2018,4711,Walgreens #06154 / Dubuque,2260 John F Kennedy Rd,Dubuque,52002.0,POINT (-90.720519 42.511486),31.0,DUBUQUE,1032100.0,Imported Vodkas,115,CONSTELLATION BRANDS INC,34821,Svedka Vodka,6,1750,13.0,19.5,6,117.0,10.5,2.77,2018,,,
12,INV-09976000091,01/24/2018,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732.0,POINT (-90.193204 41.836268000000004),23.0,CLINTON,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal Canadian Whisky,24,375,8.0,12.0,10,120.0,3.75,0.99,2018,46437,,
13,INV-09929000060,01/22/2018,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722.0,POINT (-90.48065 41.529655),82.0,SCOTT,1011100.0,Blended Whiskies,65,Jim Beam Brands,24457,Kessler Blend Whiskey,12,1000,7.17,10.76,24,258.24,24.0,6.34,2018,,,
14,INV-09980400022,01/24/2018,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536.0,POINT (-94.678807 43.10937),74.0,PALO ALTO,1081300.0,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75216,Kinky Gold,12,750,10.0,15.0,2,30.0,1.5,0.4,2018,,,
15,INV-10020300006,01/25/2018,4696,Quik Trip #517 / West Des Moines,1451 22nd St,West Des Moines,50266.0,POINT (-93.735967 41.59527),77.0,POLK,1031100.0,American Vodkas,55,SAZERAC NORTH AMERICA,35314,Barton Vodka,24,375,1.71,2.57,6,15.42,2.25,0.59,2018,,,
16,INV-09958600023,01/23/2018,4411,KUM & GO #95 / DE SOTO,1203 Guthrie St,De Soto,50069.0,POINT (-94.012641 41.538192),25.0,DALLAS,1012400.0,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,15.99,23.99,12,269.88,9.0,2.38,2018,,,
17,INV-10022400026,01/25/2018,4877,World Liquor & Tobacco,1775 NW 86th St,Clive,50325.0,POINT (-93.736232 41.607853),77.0,POLK,1031100.0,American Vodkas,300,McCormick Distilling Co.,36903,Mccormick Vodka,48,200,1.13,1.7,48,81.6,9.6,2.54,2018,,,
18,INV-10018300052,01/25/2018,2544,Hy-Vee Food Store / Marshalltown,802 South Center,Marshalltown,50158.0,POINT (-92.912817 42.039205),64.0,MARSHALL,1011100.0,Blended Whiskies,260,DIAGEO AMERICAS,25606,Seagrams 7 Crown Bl Whiskey,12,750,7.0,10.5,12,126.0,9.0,2.38,2018,,,
19,INV-09981700071,01/24/2018,5167,New Star Liquor & Tobacco  / Ft Dodg,1724 5th  Ave S,Fort Dodge,50501.0,POINT (-94.173816 42.501131),94.0,WEBSTER,1022100.0,Mixto Tequila,395,PROXIMO,87408,Jose Cuervo Especial Silver,12,750,11.07,16.61,2,33.22,1.5,0.4,2018,,,
20,INV-10028100009,01/26/2018,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311.0,,77.0,POLK,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11586,Black Velvet Reserve,12,750,7.0,10.5,12,126.0,9.0,2.38,2018,,,
21,INV-09996700007,01/24/2018,5225,The Station II / North Liberty,"620, Meade Dr",North Liberty,52317.0,POINT (-91.608704 41.752665),52.0,JOHNSON,1081300.0,American Cordials & Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon,48,100,0.9,1.35,48,64.8,4.8,1.27,2018,,,
22,INV-09964600062,01/23/2018,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036.0,POINT (-93.876159 42.06479800000001),8.0,BOONE,1031200.0,American Flavored Vodka,260,DIAGEO AMERICAS,77848,Smirnoff Vanilla,12,1000,9.25,13.88,3,41.64,3.0,0.79,2018,,,
23,INV-10007200003,01/25/2018,4136,Fareway Stores #983 / Grimes,351 Gateway Dr,Grimes,50111.0,,77.0,POLK,1011100.0,Blended Whiskies,297,Laird & Company,23828,Five Star,6,1750,7.62,11.43,6,68.58,10.5,2.77,2018,,,
24,INV-09951700010,01/23/2018,3849,Hartig Drug Co #6 / Dyersville,711  16th Ave SE,Dyersville,52040.0,POINT (-91.116087 42.470285),31.0,DUBUQUE,1081400.0,American Schnapps,434,LUXCO INC,82147,Arrow Raspberry Schnapps,12,1000,5.0,7.5,2,15.0,2.0,0.53,2018,,,
25,INV-10001200003,01/24/2018,4557,Hometown Foods / Traer,420 Second St,Traer,50675.0,POINT (-92.468086 42.193386),86.0,TAMA,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,12,188.16,21.0,5.55,2018,16869,,
26,INV-09990800032,01/24/2018,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807.0,POINT (-90.548919 41.55678100000001),82.0,SCOTT,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,26906,Jack Daniels Single Barrel,6,750,27.59,41.39,2,81.28,1.5,0.4,2018,,,
27,INV-10035600025,01/26/2018,5007,Brother's Market / Denver,1022 Skylar St,Denver,50622.0,POINT (-92.336297 42.66167),9.0,BREMER,1062200.0,White Rum,434,LUXCO INC,45276,Paramount White Rum,12,750,4.0,6.0,12,72.0,9.0,2.38,2018,,,
28,INV-09956700004,01/23/2018,5124,Price Chopper  /  Johnston,5440 NW  86th St,Johnston,50131.0,POINT (-93.738772 41.65919800000001),77.0,POLK,1052100.0,Imported Brandies,434,LUXCO INC,51696,Stock 84 Brandy,12,750,6.06,9.09,12,109.08,9.0,2.38,2018,,,
29,INV-09984100022,01/24/2018,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010.0,POINT (-93.619455 42.022848),85.0,STORY,1012100.0,Canadian Whiskies,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,1750,9.5,14.25,6,85.14,10.5,2.77,2018,,,
30,INV-10011200013,01/25/2018,5280,Yesway Store # 10011/ Mason City,1920 Federal Ave S,Mason City,50401.0,POINT (-93.201072 43.133204),17.0,CERRO GORD,1031100.0,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,24,66.96,9.0,2.38,2018,,,
31,INV-09924400031,01/22/2018,3772,Shop N Save #1 / Mlk Pkwy,2127 M L KING JR PKWY,Des Moines,50314.0,,77.0,POLK,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43338,Captain Morgan Spiced Rum,6,1750,18.0,27.0,3,81.0,5.25,1.39,2018,,,
32,INV-09933800009,01/22/2018,5077,Wal-Mart 3150 / Council Bluffs,1800 N 16th St,Council Bluffs,51501.0,POINT (-95.867459 41.27737),78.0,POTTAWATTA,1011200.0,Straight Bourbon Whiskies,259,Heaven Hill Brands,17958,Evan Williams Yr Str Bourbon,6,1750,15.5,23.25,6,139.5,10.5,2.77,2018,,,
33,INV-09951300028,01/23/2018,5224,Keystone Liquor & Wine / Coralville,517 2nd St,Coralville,52241.0,POINT (-91.574095 41.671543),52.0,JOHNSON,1032100.0,Imported Vodkas,395,PROXIMO,34935,Three Olives 80prf,12,750,9.96,14.94,3,44.82,2.25,0.59,2018,,,
34,INV-09918800032,01/22/2018,3707,Target Store T-1768 / Cedar Rapids,1030 Blairs Ferry Rd NE,Cedar Rapids,52402.0,POINT (-91.649625 42.035157),57.0,LINN,1081300.0,American Cordials & Liqueur,55,SAZERAC NORTH AMERICA,73986,Di Amore Amaretto,12,750,6.0,9.0,6,54.0,4.5,1.19,2018,,,
35,INV-10019900003,01/25/2018,4810,Kum & Go #518 / Ankeny,3603 NE Otterview Circle,Ankeny,50021.0,POINT (-93.572458 41.760989),77.0,POLK,1031100.0,American Vodkas,434,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.0,2.38,2018,,,
36,INV-09965800026,01/23/2018,2564,Hy-Vee Food Store #4 / Waterloo,4000 University,Waterloo,50701.0,POINT (-92.403843 42.505197),7.0,BLACK HAWK,1042100.0,Imported Dry Gins,35,BACARDI USA INC,28236,Bombay Sapphire Gin,12,750,13.5,20.25,2,40.5,1.5,0.4,2018,131723,,
37,INV-09987100015,01/24/2018,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577.0,POINT (-92.648153 41.296228),62.0,MAHASKA,1701100.0,Temporary & Specialty Packages,65,Jim Beam Brands,2393,Courvoisier VS w/2 Glasses,6,750,16.79,25.19,1,25.19,0.75,0.2,2018,22018,,
38,INV-10036400026,01/26/2018,4818,Decorah Mart,"303, College Dr",Decorah,52101.0,POINT (-91.796988 43.307662),96.0,WINNESHIEK,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,12,211.56,12.0,3.17,2018,,,
39,INV-09965700176,01/23/2018,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613.0,POINT (-92.435236 42.512789),7.0,BLACK HAWK,1082000.0,Imported Cordials & Liqueurs,65,Jim Beam Brands,67006,Midori Melon Liqueur,12,750,11.49,17.24,3,51.72,2.25,0.59,2018,131723,,
40,INV-09923200023,01/22/2018,4972,Quillins Quality Foods Monona,808 S Main St,Monona,52159.0,POINT (-91.389805 43.044875),22.0,CLAYTON,1041100.0,American Dry Gins,434,LUXCO INC,31658,Paramount Gin,6,1750,7.11,10.67,2,21.34,3.5,0.92,2018,,,
41,INV-09909800042,01/19/2018,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft,50517.0,POINT (-94.218 43.29355),55.0,KOSSUTH,1062200.0,White Rum,35,BACARDI USA INC,43124,Bacardi Superior Rum,24,375,4.5,6.75,1,6.75,0.38,0.1,2018,14878,,
42,INV-09938000038,01/22/2018,5470,Super Saver Liquor of Muscatine,1510 A Isett Ave,Muscatine,52761.0,POINT (-91.042755 41.440327),70.0,MUSCATINE,1062100.0,Gold Rum,35,BACARDI USA INC,43034,Bacardi Gold Rum,24,375,4.5,6.75,2,13.5,0.75,0.2,2018,,,
43,INV-09957800140,01/23/2018,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266.0,POINT (-93.808855 41.598515),77.0,POLK,1012200.0,Scotch Whiskies,65,Jim Beam Brands,5433,Laphroaig Quarter Cask,6,750,31.49,47.24,2,94.48,1.5,0.4,2018,,,
44,INV-09969400036,01/23/2018,3705,Liquor Locker,507 1st Ave #100,Rock Rapids,51246.0,,60.0,LYON,1081200.0,Cream Liqueurs,260,DIAGEO AMERICAS,68022,Baileys Salted Caramel,12,750,13.0,19.5,1,18.75,0.75,0.2,2018,,,
45,INV-09984500093,01/24/2018,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010.0,POINT (-93.618911 42.022854),85.0,STORY,1031100.0,American Vodkas,461,Skyy Spirits Inc,37986,Skyy Vodka,12,750,9.01,13.52,2,27.04,1.5,0.4,2018,,,
46,INV-09908700020,01/19/2018,3698,Ingersoll Wine Merchants,1300  50th St,West Des Moines,50266.0,POINT (-93.771159 41.590871),77.0,POLK,1031100.0,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.0,2.38,2018,,,
47,INV-09994300038,01/24/2018,3757,Wal-Mart 3590 / Sioux City,3101 Floyd Blvd,Sioux City,51108.0,POINT (-96.37287 42.530454),97.0,WOODBURY,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64868,Fireball Cinnamon Whiskey,6,1750,15.33,23.0,6,138.0,10.5,2.77,2018,,,
48,INV-09933000140,01/22/2018,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501.0,POINT (-95.879662 41.261925),78.0,POTTAWATTA,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,10791,Crown Royal Vanilla,12,750,15.59,23.39,4,93.56,3.0,0.79,2018,,,
49,INV-10010000040,01/25/2018,5251,Northside Liquor,"1303, North Federal",Mason City,50401.0,POINT (-93.201061 43.163663),17.0,CERRO GORD,1031200.0,American Flavored Vodka,380,Phillips Beverage,41692,Uv Blue (raspberry) Vodka,6,1750,10.99,16.49,6,98.94,10.5,2.77,2018,,,
50,INV-09942300065,01/23/2018,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411.0,POINT (-91.701581 42.030129),57.0,LINN,1031100.0,American Vodkas,421,SAZERAC COMPANY  INC,38088,Platinum 7x Vodka,6,1750,9.44,14.16,6,84.96,10.5,2.77,2018,,,
51,INV-10016100003,01/25/2018,4803,Walgreens #07453 / Des Moines,104 E Euclid Ave,Des Moines,50313.0,POINT (-93.617218 41.627683),77.0,POLK,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,12,163.08,9.0,2.38,2018,,,
52,INV-09977400019,01/24/2018,2673,Hy-Vee # 6/ Des Moines,420 Court Ave,Des Moines,50309.0,POINT (-93.62245400000002 41.584842),77.0,POLK,1032200.0,Imported Flavored Vodka,370,PERNOD RICARD USA,33466,Absolut Lime Mini,10,600,5.88,8.82,2,17.64,1.2,0.32,2018,,,
53,INV-09995700178,01/24/2018,2623,Hy-Vee Food Store #4 / Sioux City,2827 Hamilton Blvd,Sioux City,51104.0,POINT (-96.417783 42.519886),97.0,WOODBURY,1031100.0,American Vodkas,205,E & J Gallo Winery,36968,New Amsterdam Vodka,24,375,3.5,5.25,3,15.75,1.12,0.3,2018,,,
54,INV-09983400130,01/24/2018,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010.0,,85.0,STORY,1031100.0,American Vodkas,421,SAZERAC COMPANY  INC,38088,Platinum 7x Vodka,6,1750,9.44,14.16,6,84.96,10.5,2.77,2018,,,
55,INV-09909500016,01/19/2018,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona,50511.0,POINT (-94.226874 43.068382),55.0,KOSSUTH,1011200.0,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,16518,Ancient Age Bourbon,6,1750,11.8,17.7,6,106.2,10.5,2.77,2018,14878,,
56,INV-10035300033,01/26/2018,4147,Fareway Stores #974 / Cedar Falls,214 N Magnolia Dr,Cedar Falls,50613.0,POINT (-92.474689 42.539076),7.0,BLACK HAWK,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11771,Black Velvet Mini,10,600,6.8,10.2,1,10.2,0.6,0.16,2018,131723,,
57,INV-10016800071,01/25/2018,5162,Urbandale Liquor,"6401, Douglas Ave",Urbandale,50322.0,POINT (-93.705732 41.629411),77.0,POLK,1081400.0,American Schnapps,65,Jim Beam Brands,71446,After Shock Cinnamon Liqueur,12,750,11.54,17.31,2,34.62,1.5,0.4,2018,,,
58,INV-10012700020,01/25/2018,4366,Kum & Go #137 / Tiffin,101 Village Dr,Tiffin,52340.0,POINT (-91.6656 41.697221),52.0,JOHNSON,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,19064,Jim Beam,24,375,5.5,8.25,9,70.92,3.38,0.89,2018,,,
59,INV-09995400043,01/24/2018,3723,J D Spirits Liquor,1023  9th St,Onawa,51040.0,POINT (-96.095845 42.025841),67.0,MONONA,1082000.0,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65257,Jagermeister Liqueur,12,1000,15.96,23.94,2,46.62,2.0,0.53,2018,,,
60,INV-09931500126,01/22/2018,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240.0,POINT (-91.53046300000001 41.642764),52.0,JOHNSON,1022200.0,100% Agave Tequila,205,E & J Gallo Winery,89533,Familia Camarena Reposado,12,750,11.0,16.5,3,45.0,2.25,0.59,2018,,,
61,INV-10023900022,01/25/2018,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312.0,POINT (-93.664182 41.586319),77.0,POLK,1081400.0,American Schnapps,434,LUXCO INC,81196,Paramount Peppermint Schnapps Traveler,12,750,4.0,6.0,12,72.0,9.0,2.38,2018,,,
62,INV-09951000109,01/23/2018,5402,City Liquor,425 S Gilbert Street,Iowa City,52240.0,POINT (-91.530225 41.656031),52.0,JOHNSON,1031100.0,American Vodkas,259,Heaven Hill Brands,35418,Burnett's Vodka 80 Prf,6,1750,9.48,14.22,6,85.32,10.5,2.77,2018,,,
63,INV-09967600020,01/23/2018,5474,West Side Liquor,919 W 5th St,Waterloo,50702.0,POINT (-92.346356 42.488567),7.0,BLACK HAWK,1052100.0,Imported Brandies,389,REMY COINTREAU USA INC,49084,Remy Martin 1738 Accord Royal,12,375,13.21,19.82,3,58.05,1.12,0.3,2018,131723,,
64,INV-09994100008,01/24/2018,4568,Select Mart   Floyd Blvd,4103 Floyd Blvd,Sioux City,51108.0,POINT (-96.358413 42.54202),97.0,WOODBURY,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30.0,45.0,12,540.0,36.0,9.51,2018,,,
65,INV-10114800018,01/31/2018,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351.0,POINT (-95.149955 43.331525),30.0,DICKINSON,1062500.0,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,10.49,15.74,24,377.76,24.0,6.34,2018,,,
66,INV-09934100007,01/22/2018,4152,Food Land Super Markets,407 W Huron,Missouri Valley,51555.0,POINT (-95.899346 41.557404),43.0,HARRISON,1081400.0,American Schnapps,434,LUXCO INC,81204,Paramount Peppermint Schnapps,24,375,2.28,3.42,6,20.52,2.25,0.59,2018,14105,,
67,INV-09959400088,01/23/2018,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131.0,POINT (-93.697731 41.665172),77.0,POLK,1081400.0,American Schnapps,65,Jim Beam Brands,82626,Dekuyper Cherry Pucker,12,750,6.47,9.71,4,38.84,3.0,0.79,2018,,,
68,INV-10010400001,01/25/2018,4091,Fareway Stores #705 / Clear Lake,910 Hwy 18 W,Clear Lake,50428.0,POINT (-93.613385 43.105949),17.0,CERRO GORD,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30.0,45.0,1,45.0,3.0,0.79,2018,,,
69,INV-09983000033,01/24/2018,3524,Sam's Club 6568 / Ames,305 Airport Rd,Ames,50010.0,POINT (-93.613648 42.001123),85.0,STORY,1022200.0,100% Agave Tequila,65,Jim Beam Brands,89837,Hornitos Gold,12,1000,14.17,21.26,12,255.12,12.0,3.17,2018,,,
70,INV-09996000145,01/24/2018,3869,Bootleggin' Barzini's Fin,412  1st Ave,Coralville,52241.0,POINT (-91.565517 41.672672),52.0,JOHNSON,1022200.0,100% Agave Tequila,395,PROXIMO,87510,1800 Silver Tequila,12,750,15.46,23.19,1,23.19,0.75,0.2,2018,,,
71,INV-09903000025,01/19/2018,4629,Kwik Shop #541 / Glenwood,309 N Locust St,Glenwood,51534.0,POINT (-95.744909 41.050184),65.0,MILLS,1031100.0,American Vodkas,297,Laird & Company,35926,Five O'clock PET Vodka,12,750,3.37,5.06,12,60.72,9.0,2.38,2018,,,
72,INV-09910300034,01/19/2018,3963,Tobacco Hut #14 / Council Bluffs,1925 W Broadway,Council Bluffs,51501.0,POINT (-95.873073 41.261866),78.0,POTTAWATTA,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,86694,Jack Daniel's Tennessee Fire,6,1750,30.68,46.02,6,276.12,10.5,2.77,2018,,,
73,INV-09951700009,01/23/2018,3849,Hartig Drug Co #6 / Dyersville,711  16th Ave SE,Dyersville,52040.0,POINT (-91.116087 42.470285),31.0,DUBUQUE,1011100.0,Blended Whiskies,434,LUXCO INC,24157,Hawkeye Blend Whiskey,12,1000,4.39,6.59,2,13.18,2.0,0.53,2018,,,
74,INV-10025300004,01/25/2018,5079,Casey's General Store #2489 / Deniso,1608 4th Ave S,Denison,51442.0,POINT (-95.349198 42.012395),24.0,CRAWFORD,1031100.0,American Vodkas,297,Laird & Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,30,324.0,52.5,13.87,2018,,,
75,INV-09965700110,01/23/2018,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613.0,POINT (-92.435236 42.512789),7.0,BLACK HAWK,1031200.0,American Flavored Vodka,259,Heaven Hill Brands,41316,Burnetts Raspberry Vodka,12,750,4.48,6.72,5,33.6,3.75,0.99,2018,131723,,
76,INV-09955900012,01/23/2018,3625,Wal-Mart 0892 / Ankeny,1002 SE National Dr,Ankeny,50021.0,POINT (-93.582348 41.70486400000001),77.0,POLK,1031100.0,American Vodkas,205,E & J Gallo Winery,36971,New Amsterdam Vodka,6,1750,14.0,21.0,6,126.0,10.5,2.77,2018,,,
77,INV-09968900075,01/23/2018,5423,Stammer Liquor Corp,615 2nd Ave,Sheldon,51201.0,POINT (-95.854899 43.184242),71.0,OBRIEN,1081300.0,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75216,Kinky Gold,12,750,10.0,15.0,3,45.0,2.25,0.59,2018,,,
78,INV-09927600094,01/22/2018,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,POINT (-91.136655 40.814666),29.0,DES MOINES,1082200.0,Imported Schnapps,421,SAZERAC COMPANY  INC,69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,14.66,21.99,6,131.94,10.5,2.77,2018,,,
79,INV-10027500008,01/26/2018,5098,Best Food Mart 3  LLC,1621 University Ave,Des Moines,50311.0,,77.0,POLK,1031100.0,American Vodkas,255,Infinium Spirits,37886,Seagrams Vodka,12,750,5.38,8.07,12,96.84,9.0,2.38,2018,,,
80,INV-09999300063,01/24/2018,5348,"Super Lucky, Inc",806 W Main St.,Le Grand,50142.0,POINT (-92.78465400000002 42.006665),64.0,MARSHALL,1011200.0,Straight Bourbon Whiskies,461,Skyy Spirits Inc,22151,Wild Turkey 101 Mini,12,500,12.45,18.68,1,16.38,0.5,0.13,2018,,,
81,INV-09997500007,01/24/2018,5222,Leo1  /  Cedar Rapids,"1500, 1st  Ave NE",Cedar Rapids,52402.0,POINT (-91.652082 41.988229),57.0,LINN,1031100.0,American Vodkas,205,E & J Gallo Winery,36968,New Amsterdam Vodka,24,375,3.5,5.25,24,126.0,9.0,2.38,2018,,,
82,INV-09935400056,01/22/2018,3525,Wines and Spirits,106 W 2nd St,Washington,52353.0,POINT (-91.692214 41.300399),92.0,WASHINGTON,1041100.0,American Dry Gins,297,Laird & Company,29997,Five O'clock Gin,12,1000,4.33,6.5,12,78.0,12.0,3.17,2018,,,
83,INV-09987000014,01/24/2018,3789,Wal-Mart 1393 / Oskaloosa,2203 A Avenue West,Oskaloosa,52577.0,POINT (-92.669924 41.298516),62.0,MAHASKA,1032100.0,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80 Prf,12,750,11.49,17.24,12,206.88,9.0,2.38,2018,22018,,
84,INV-09973100018,01/24/2018,2523,Hy-Vee Food Store / Centerville,414 N 18th St,Centerville,52544.0,POINT (-92.86795 40.735639),4.0,APPANOOSE,1011100.0,Blended Whiskies,65,Jim Beam Brands,22786,Beam's 8 Star Bl Whiskey,12,750,4.0,6.0,12,70.8,9.0,2.38,2018,,,
85,INV-10030700003,01/26/2018,4110,"Brothers Market, Inc.",706 Highway 57,Parkersburg,50665.0,POINT (-92.785196 42.570357),12.0,BUTLER,1071100.0,Cocktails /RTD,421,SAZERAC COMPANY  INC,59037,Desert Island Long Island Ice Tea Cocktail,12,1000,4.03,6.05,12,78.48,12.0,3.17,2018,,,
86,INV-10027600014,01/26/2018,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317.0,POINT (-93.570489 41.607817),77.0,POLK,1031200.0,American Flavored Vodka,205,E & J Gallo Winery,39918,New Amsterdam Apple Vodka,12,750,7.5,11.25,12,135.0,9.0,2.38,2018,,,
