,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Year,population,county,year
4202,INV-09935300010,01/22/2018,5315,Brother's Market Wine and Spirits,110 South Main Street,Sigourney,52591.0,POINT (-92.20510500000002 41.333293),54.0,KEOKUK,1031200.0,American Flavored Vodka,380,Phillips Beverage,41696,Uv Green (apple) Vodka,12,750,6.5,9.75,2,19.5,1.5,0.4,2018,10213,,
4203,INV-09943800151,01/23/2018,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402.0,POINT (-91.668909 42.034799),57.0,LINN,1042100.0,Imported Dry Gins,260,DIAGEO AMERICAS,28866,Tanqueray Gin,12,750,13.0,19.5,3,58.5,2.25,0.59,2018,,,
4204,INV-09912400014,01/22/2018,4146,Fareway Stores #561 / Waverly,220 W Bremer Ave,Waverly,50677.0,POINT (-92.473476 42.725748),9.0,BREMER,1032200.0,Imported Flavored Vodka,65,Jim Beam Brands,35626,Pinnacle Whipped,12,750,7.35,11.03,1,11.03,0.75,0.2,2018,,,
4205,INV-10006000007,01/25/2018,3420,Sam's Club 6344 / Windsor Heights,,,,,,,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11777,Black Velvet,12,1000,6.63,9.95,24,238.8,24.0,6.34,2018,,,
4206,INV-10025200016,01/25/2018,2595,Hy-Vee Wine and Spirits / Denison,"1620  4th Ave, South",Denison,51442.0,POINT (-95.348601 42.012395),24.0,CRAWFORD,1031100.0,American Vodkas,421,SAZERAC COMPANY  INC,36978,Nikolai Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77,2018,,,
4207,INV-09909500018,01/19/2018,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona,50511.0,POINT (-94.226874 43.068382),55.0,KOSSUTH,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,12.97,19.46,12,233.52,12.0,3.17,2018,14878,,
4208,INV-10028000075,01/26/2018,2626,Hy-Vee Drugstore / University / DSM,4100 University Ave,Des Moines,50311.0,POINT (-93.673222 41.600361),77.0,POLK,1042100.0,Imported Dry Gins,260,DIAGEO AMERICAS,28866,Tanqueray Gin,12,750,13.0,19.5,4,78.0,3.0,0.79,2018,,,
4209,INV-10013500058,01/25/2018,4345,Lucky Mart,1031 West St,Grinnell,50112.0,POINT (-92.727379 41.745903),79.0,POWESHIEK,1051100.0,American Brandies,434,LUXCO INC,55086,Paramount Blackberry Brandy,12,750,5.48,8.22,6,49.32,4.5,1.19,2018,,,
4210,INV-10015600002,01/25/2018,4601,Kum & Go #4110 / Guthrie DM,2110 Guthrie Ave,Des Moines,50317.0,POINT (-93.578778 41.61508),77.0,POLK,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19.0,28.5,1,27.77,1.75,0.46,2018,,,
4211,INV-09954400002,01/23/2018,4685,Kwik Stop Food Mart,2360 Central,Dubuque,52001.0,POINT (-90.672722 42.515773),31.0,DUBUQUE,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86881,Southern Comfort Mini,10,600,5.65,8.48,10,84.8,6.0,1.59,2018,,,
4212,INV-10024200027,01/25/2018,4190,Fareway Stores #888 / Jefferson,1207 N Elm St,Jefferson,50129.0,POINT (-94.377667 42.026833),37.0,GREENE,1081300.0,American Cordials & Liqueur,434,LUXCO INC,76487,Paramount Amaretto,12,1000,4.05,6.08,1,6.08,1.0,0.26,2018,8965,,
4213,INV-09953900120,01/23/2018,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001.0,POINT (-90.668138 42.504959),31.0,DUBUQUE,1042100.0,Imported Dry Gins,35,BACARDI USA INC,28233,Bombay Sapphire Gin,12,1000,16.5,24.75,12,297.0,12.0,3.17,2018,,,
4214,INV-09932500005,01/22/2018,5194,Shelby General Store,"406, East St",Shelby,51570.0,POINT (-95.45043500000001 41.515255),43.0,HARRISON,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43338,Captain Morgan Spiced Rum,6,1750,18.0,27.0,1,27.0,1.75,0.46,2018,14105,,
4215,INV-09931500028,01/22/2018,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240.0,POINT (-91.53046300000001 41.642764),52.0,JOHNSON,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86881,Southern Comfort Mini,10,600,5.65,8.48,1,8.48,0.6,0.16,2018,,,
4216,INV-09995700026,01/24/2018,2623,Hy-Vee Food Store #4 / Sioux City,2827 Hamilton Blvd,Sioux City,51104.0,POINT (-96.417783 42.519886),97.0,WOODBURY,1031100.0,American Vodkas,55,SAZERAC NORTH AMERICA,35318,Barton Vodka,6,1750,6.92,10.38,12,124.56,21.0,5.55,2018,,,
4217,INV-09995700044,01/24/2018,2623,Hy-Vee Food Store #4 / Sioux City,2827 Hamilton Blvd,Sioux City,51104.0,POINT (-96.417783 42.519886),97.0,WOODBURY,1092100.0,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,12,81.24,12.0,3.17,2018,,,
4218,INV-09955400013,01/23/2018,4252,Fareway Stores #840 / Monticello,433 N Farley St,Monticello,52310.0,POINT (-91.191385 42.241939),53.0,JONES,1012100.0,Canadian Whiskies,65,Jim Beam Brands,10632,Canadian Club Reserve Triple Aged,12,750,9.97,14.96,1,14.96,0.75,0.2,2018,,,
4219,INV-10007000033,01/25/2018,4661,Quik Trip #531 / Grimes,"1900, SE 37th St",Grimes,50111.0,POINT (-93.773467 41.658525),77.0,POLK,1031200.0,American Flavored Vodka,205,E & J Gallo Winery,40598,New Amsterdam Red Berry,24,375,3.5,5.25,3,15.75,1.12,0.3,2018,,,
4220,INV-09984900020,01/24/2018,4004,Wal-Mart 4256 / Ames,534 S Duff Ave,Ames,50010.0,POINT (-93.610343 42.017115),85.0,STORY,1091200.0,Neutral Grain Spirits,434,LUXCO INC,41846,Everclear Alcohol,12,750,9.0,13.5,12,162.0,9.0,2.38,2018,,,
4221,INV-10002800059,01/25/2018,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807.0,POINT (-90.527081 41.559731),82.0,SCOTT,1062400.0,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,6,103.98,10.5,2.77,2018,,,
4222,INV-09959500082,01/23/2018,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404.0,POINT (-91.658577 41.955859),57.0,LINN,1011200.0,Straight Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18352,Four Roses Yellow Label,12,750,10.81,16.22,1,16.22,0.75,0.2,2018,,,
4223,INV-09939300003,01/22/2018,3712,Monte Spirits,109 N 4th St,Montezuma,50171.0,POINT (-92.523692 41.585429),79.0,POWESHIEK,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19.0,28.5,6,166.62,10.5,2.77,2018,,,
4224,INV-09949900003,01/23/2018,4160,Fareway Stores #034 / Iowa City,2765 Commerce Dr,Iowa City,52240.0,POINT (-91.48043 41.629617),52.0,JOHNSON,1041100.0,American Dry Gins,205,E & J Gallo Winery,31475,New Amsterdam Gin,12,750,7.5,11.25,12,135.0,9.0,2.38,2018,,,
4225,INV-10005100006,01/25/2018,4959,Bani's,2128 College St,Cedar Falls,50613.0,POINT (-92.455801 42.518018000000005),7.0,BLACK HAWK,1031100.0,American Vodkas,259,Heaven Hill Brands,35418,Burnett's Vodka 80 Prf,6,1750,9.48,14.22,6,85.32,10.5,2.77,2018,131723,,
4226,INV-09920600027,01/22/2018,2538,Hy-Vee Food Store #3 / Waterloo,1422 Flammang Dr,Waterloo,50702.0,POINT (-92.327917 42.459938),7.0,BLACK HAWK,1011100.0,Blended Whiskies,434,LUXCO INC,24158,Hawkeye Blend Whiskey,6,1750,7.62,11.43,6,68.58,10.5,2.77,2018,131723,,
4227,INV-09942800004,01/23/2018,4950,Kum & Go #514 / Cedar Rapids,1420 Mt Vernon Rd,Cedar Rapids,52403.0,POINT (-91.651424 41.97769),57.0,LINN,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,5.33,8.0,24,192.0,9.0,2.38,2018,,,
4228,INV-10004200003,01/25/2018,2106,Hillstreet News and Tobacco,2217 College,Cedar Falls,50613.0,POINT (-92.455796 42.517182),7.0,BLACK HAWK,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.0,2.38,2018,131723,,
4229,INV-09996300012,01/24/2018,4157,Fareway Stores #993 / North Liberty,615 Westwood Dr   P.o Box 96,North Liberty,52317.0,POINT (-91.608385 41.741097),52.0,JOHNSON,1032100.0,Imported Vodkas,65,Jim Beam Brands,34579,Pinnacle Vodka,12,750,7.35,11.03,2,22.06,1.5,0.4,2018,,,
4230,INV-09959700005,01/23/2018,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405.0,POINT (-91.73337 41.968343),57.0,LINN,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,19066,Jim Beam,12,750,10.49,15.74,12,188.88,9.0,2.38,2018,,,
4231,INV-09940200006,01/22/2018,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501.0,POINT (-95.8792 41.238092),78.0,POTTAWATTA,1032100.0,Imported Vodkas,277,STOLI GROUP,34746,Stolichnaya 80prf,12,750,9.99,14.99,12,179.88,9.0,2.38,2018,,,
4232,INV-09950800009,01/23/2018,4837,Kum & Go #51 / Iowa City,323 E Burlington St,Iowa City,52240.0,POINT (-91.530633 41.657837),52.0,JOHNSON,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9.0,2.38,2018,,,
4233,INV-10018300003,01/25/2018,2544,Hy-Vee Food Store / Marshalltown,802 South Center,Marshalltown,50158.0,POINT (-92.912817 42.039205),64.0,MARSHALL,1012200.0,Scotch Whiskies,266,Edrington Group USA LLC,4796,Cutty Sark Scotch,12,750,10.02,15.03,2,30.06,1.5,0.4,2018,,,
4234,INV-09967100013,01/23/2018,5504,Neighborhood Mart,2102 Lafayette St,Waterloo,50703.0,POINT (-92.313923 42.489893),7.0,BLACK HAWK,1031100.0,American Vodkas,297,Laird & Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77,2018,131723,,
4235,INV-10012900006,01/25/2018,5497,Casey's General Store #3617 / Grinnell,635 Lang Creek Ave,Grinnell,50112.0,POINT (-92.725708 41.699636),79.0,POWESHIEK,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,26820,Jack Daniels Old #7 Black Lbl Flat,24,375,7.5,11.25,6,67.5,2.25,0.59,2018,,,
4236,INV-10013700010,01/25/2018,4185,Fareway Stores #737 / Grinnell,727 West St,Grinnell,50112.0,POINT (-92.727347 41.741352),79.0,POWESHIEK,1012200.0,Scotch Whiskies,35,BACARDI USA INC,4866,Dewars White Label Scotch,12,750,13.5,20.25,3,60.75,2.25,0.59,2018,,,
4237,INV-09978800006,01/24/2018,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331.0,POINT (-95.14027400000002 43.361577),30.0,DICKINSON,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11777,Black Velvet,12,1000,6.63,9.95,36,358.2,36.0,9.51,2018,,,
4238,INV-09920400005,01/22/2018,3663,Wal-Mart 1496 / Waterloo,1334 Flammang Dr,Waterloo,50702.0,POINT (-92.330801 42.460238),7.0,BLACK HAWK,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,86670,Jack Daniel's Tennessee Honey,12,750,15.57,23.36,12,280.32,9.0,2.38,2018,131723,,
4239,INV-10033200030,01/26/2018,5493,Swils,200 E Oak St,Red Oak,51566.0,POINT (-95.230032 41.016691),69.0,MONTGOMERY,1081300.0,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75211,Kinky Liqueur,12,750,10.0,15.0,2,30.0,1.5,0.4,2018,,,
4240,INV-10025400006,01/25/2018,4149,Fareway Stores #015 / Denison,609 Arrowhead Dr,Denison,51442.0,POINT (-95.371847 42.024517),24.0,CRAWFORD,1062200.0,White Rum,35,BACARDI USA INC,43128,Bacardi Superior Rum,6,1750,15.0,22.5,6,135.0,10.5,2.77,2018,,,
4241,INV-10000100022,01/24/2018,5268,The Depot Atkins,"188, Parkridge Rd",Atkins,52206.0,,6.0,BENTON,1031100.0,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77,2018,25625,,
4242,INV-09969900016,01/23/2018,5263,Bernie's Booze LLC,"950, West View Dr",Rock Valley,51247.0,POINT (-96.308805 43.199647),84.0,SIOUX,1012100.0,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12408,Canadian Ltd Whisky,6,1750,9.14,13.71,12,164.52,21.0,5.55,2018,,,
4243,INV-09957400008,01/23/2018,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263.0,POINT (-93.854477 41.615059),25.0,DALLAS,1011200.0,Straight Bourbon Whiskies,85,Brown Forman Corp.,20375,Old Forester Statesman,6,750,27.48,41.22,6,247.32,4.5,1.19,2018,,,
4244,INV-09976500021,01/24/2018,2806,Osco #881 / Clinton,1307 N Second,Clinton,52732.0,POINT (-90.184797 41.858932),23.0,CLINTON,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.0,2.38,2018,46437,,
4245,INV-10011800028,01/25/2018,4500,Casey's General Store #2788 / North Liberty,595 N Kansas Ave,North Liberty,52317.0,POINT (-91.636952 41.751925),52.0,JOHNSON,1062400.0,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced Rum,24,375,2.74,4.11,10,41.1,3.75,0.99,2018,,,
4246,INV-09932200002,01/22/2018,5081,Casey's General Store #3035 / Atlant,701 Poplar St,Atlantic,50022.0,POINT (-95.014425 41.403737),15.0,CASS,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11774,Black Velvet,24,375,3.07,4.61,24,110.64,9.0,2.38,2018,,,
4247,INV-09956200156,01/23/2018,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023.0,POINT (-93.621824 41.705188),77.0,POLK,1081600.0,Whiskey Liqueur,434,LUXCO INC,86834,Rebel Yell Root Beer Whiskey,6,750,10.0,15.0,2,30.0,1.5,0.4,2018,,,
4248,INV-09950300075,01/23/2018,2545,Hy-Vee Drugstore / Iowa City,310 N 1st St,Iowa City,52245.0,POINT (-91.528105 42.207428),52.0,JOHNSON,1022200.0,100% Agave Tequila,259,Heaven Hill Brands,89468,Lunazul Reposado,12,750,9.42,14.13,12,169.56,9.0,2.38,2018,,,
4249,INV-09992000021,01/24/2018,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804.0,,82.0,SCOTT,1081500.0,Triple Sec,55,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,12,38.4,12.0,3.17,2018,,,
4250,INV-09958900021,01/23/2018,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265.0,POINT (-93.80783900000002 41.589057),77.0,POLK,1032100.0,Imported Vodkas,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,1,11.88,0.6,0.16,2018,,,
4251,INV-09923100038,01/22/2018,3679,FRANKLIN STREET FLORAL & GIFT,103 Franklin St,Monona,52159.0,POINT (-91.390767 43.055133),22.0,CLAYTON,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,12,211.56,12.0,3.17,2018,,,
4252,INV-09940300042,01/22/2018,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501.0,POINT (-95.8792 41.238092),78.0,POTTAWATTA,1081400.0,American Schnapps,65,Jim Beam Brands,82847,Dekuyper Luscious Peachtree,12,1000,7.87,11.81,36,425.16,36.0,9.51,2018,,,
4253,INV-10030100013,01/26/2018,5337,Hometown Foods- Conrad,119 N. Main St,Conrad,50621.0,POINT (-92.874589 42.225148),38.0,GRUNDY,1081600.0,Whiskey Liqueur,115,CONSTELLATION BRANDS INC,11371,Serpent's Bite Apple Cider,12,750,8.98,13.47,2,26.94,1.5,0.4,2018,12272,,
4254,INV-09941300024,01/22/2018,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,POINT (-93.596754 41.554101),77.0,POLK,1011200.0,Straight Bourbon Whiskies,260,DIAGEO AMERICAS,17087,Bulleit,12,1000,19.99,29.99,12,359.88,12.0,3.17,2018,,,
4255,INV-10021600119,01/25/2018,2648,Hy-Vee #4 / Wdm,555 S 51st St,West Des Moines,50265.0,POINT (-93.773557 41.561197),77.0,POLK,1011200.0,Straight Bourbon Whiskies,461,Skyy Spirits Inc,77776,Wild Turkey American Honey,12,750,10.5,15.75,12,189.0,9.0,2.38,2018,,,
4256,INV-09969400001,01/23/2018,3705,Liquor Locker,507 1st Ave #100,Rock Rapids,51246.0,,60.0,LYON,1081300.0,American Cordials & Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon,48,100,0.9,1.35,96,129.6,9.6,2.54,2018,,,
4257,INV-09923200015,01/22/2018,4972,Quillins Quality Foods Monona,808 S Main St,Monona,52159.0,POINT (-91.389805 43.044875),22.0,CLAYTON,1031100.0,American Vodkas,260,DIAGEO AMERICAS,37998,Smirnoff 80prf,6,1750,14.75,22.13,2,44.26,3.5,0.92,2018,,,
4258,INV-09943400183,01/23/2018,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402.0,POINT (-91.658105 42.010971),57.0,LINN,1022200.0,100% Agave Tequila,370,PERNOD RICARD USA,88186,Olmeca Altos Plata,6,750,12.49,18.74,6,112.44,4.5,1.19,2018,,,
4259,INV-09944200038,01/23/2018,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402.0,POINT (-91.680734 42.034748),57.0,LINN,1031100.0,American Vodkas,55,SAZERAC NORTH AMERICA,36650,Caliber Vodka,6,1750,6.92,10.38,18,186.84,31.5,8.32,2018,,,
4260,INV-09982200034,01/24/2018,2606,Hy-Vee Wine and Spirits / Humboldt,1011  13th St North,Humboldt,50548.0,POINT (-94.227116 42.733221),46.0,HUMBOLDT,1081200.0,Cream Liqueurs,260,DIAGEO AMERICAS,68011,Baileys Strawberries & Cream,12,750,13.0,19.5,12,225.0,9.0,2.38,2018,,,
4261,INV-09924800016,01/22/2018,3778,Family Pantry,4538 Lower Beaver Rd,Des Moines,50310.0,POINT (-93.665871 41.638673),77.0,POLK,1011100.0,Blended Whiskies,65,Jim Beam Brands,22783,Beam's 8 Star Bl Whiskey,48,200,1.31,1.97,3,5.91,0.6,0.16,2018,,,
4262,INV-09910300043,01/19/2018,3963,Tobacco Hut #14 / Council Bluffs,1925 W Broadway,Council Bluffs,51501.0,POINT (-95.873073 41.261866),78.0,POTTAWATTA,1051100.0,American Brandies,205,E & J Gallo Winery,52594,E & J Vs Brandy,24,375,3.49,5.24,4,20.96,1.5,0.4,2018,,,
4263,INV-10003500034,01/25/2018,3858,Harolds Jack N Jill / Davenport,6723 NW Blvd Unit 2,Davenport,52806.0,POINT (-90.609747 41.589369),82.0,SCOTT,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,27410,Jim Beam Honey,12,750,10.49,15.74,2,31.48,1.5,0.4,2018,,,
4264,INV-09948900122,01/23/2018,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240.0,POINT (-91.518868 41.676095),52.0,JOHNSON,1022200.0,100% Agave Tequila,85,Brown Forman Corp.,89278,El Jimador Reposado Tequila,12,750,12.17,18.26,6,104.88,4.5,1.19,2018,,,
4265,INV-09942300021,01/23/2018,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411.0,POINT (-91.701581 42.030129),57.0,LINN,1012400.0,Irish Whiskies,395,PROXIMO,15777,Bushmills Irish Whiskey,12,1000,17.25,25.88,1,25.88,1.0,0.26,2018,,,
4266,INV-10019300002,01/25/2018,5524,East Side Liquor & Grocery,1116 E Nevada St,Marshalltown,50158.0,POINT (-92.893113 42.044345),64.0,MARSHALL,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30.0,45.0,8,360.0,24.0,6.34,2018,,,
4267,INV-09944000037,01/23/2018,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402.0,POINT (-91.67969 42.031819),57.0,LINN,1031100.0,American Vodkas,297,Laird & Company,35917,Five O'clock Vodka,12,1000,4.17,6.26,12,75.12,12.0,3.17,2018,,,
4268,INV-09921100030,01/22/2018,5364,Station Mart,3594 Lafayette Road,Evansdale,50707.0,POINT (-92.287994 42.47724500000001),7.0,BLACK HAWK,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67524,Kahlua Coffee Liqueur,24,375,6.49,9.74,2,19.48,0.75,0.2,2018,131723,,
4269,INV-09925300038,01/22/2018,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632.0,POINT (-91.403752 40.41538),56.0,LEE,1011600.0,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,6,162.84,4.5,1.19,2018,,,
4270,INV-09957900006,01/23/2018,4359,Kum & Go #75 / Waukee,350 SE University Ave,Waukee,50263.0,POINT (-93.865479 41.600403),25.0,DALLAS,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11774,Black Velvet,24,375,3.07,4.61,6,27.66,2.25,0.59,2018,,,
4271,INV-09928700012,01/22/2018,5071,Jeff's Market / Durant,408 6th Ave,Durant,52747.0,POINT (-90.911744 41.600606),16.0,CEDAR,1081100.0,Coffee Liqueurs,434,LUXCO INC,72816,Caffe Lolita Coffee Liqueur,12,750,5.0,7.5,2,15.0,1.5,0.4,2018,18564,,
4272,INV-10016600010,01/25/2018,4802,Walgreens #07452 / Des Moines,4415 Douglas Ave,Des Moines,50310.0,POINT (-93.678747 41.62949),77.0,POLK,1031100.0,American Vodkas,205,E & J Gallo Winery,36969,New Amsterdam Vodka,12,750,7.5,11.25,12,135.0,9.0,2.38,2018,,,
4273,INV-10017100108,01/25/2018,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322.0,POINT (-93.739105 41.629364),77.0,POLK,1062200.0,White Rum,35,BACARDI USA INC,43120,Bacardi Superior PET,6,1750,15.0,22.5,24,540.0,42.0,11.1,2018,,,
4274,INV-10008200031,01/25/2018,4405,KUM & GO #92 / ANKENY,1025 E  1st St,Ankeny,50021.0,POINT (-93.58166 41.731869),77.0,POLK,1082000.0,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65254,Jagermeister Liqueur,24,375,6.52,9.78,5,48.9,1.88,0.5,2018,,,
4275,INV-10034100022,01/26/2018,2553,Hy-Vee Food Store / Creston,600 Sheldon,Creston,50801.0,POINT (-94.372552 41.051462),88.0,UNION,1011100.0,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27697,Bird Dog Apple Flavored Whiskey,6,750,10.0,15.0,6,90.0,4.5,1.19,2018,,,
4276,INV-09912300095,01/22/2018,2651,Hy-Vee / Waverly,1311 4 Street SW,Waverly,50677.0,POINT (-92.475403 42.712263),9.0,BREMER,1062200.0,White Rum,380,Phillips Beverage,45418,Phillips White Rum,6,1750,8.0,12.0,6,72.0,10.5,2.77,2018,,,
4277,INV-09924500018,01/22/2018,5128,Price Chopper  /  Beaver,1819 Beaver Ave,Des Moines,50310.0,POINT (-93.672695 41.610525),77.0,POLK,1082200.0,Imported Schnapps,260,DIAGEO AMERICAS,65066,Goldschlager Cinnamon Schnapps,12,750,13.0,19.5,3,58.5,2.25,0.59,2018,,,
4278,INV-09969000052,01/23/2018,4589,Dyno's #53 / Sibley,1026 2nd Ave,Sibley,51249.0,POINT (-95.752119 43.397431),72.0,OSCEOLA,1031100.0,American Vodkas,380,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,6,68.4,10.5,2.77,2018,,,
4279,INV-09971800041,01/23/2018,2604,Hy-Vee Wine and Spirits / Lemars,1201 12th Ave SW,Lemars,51031.0,POINT (-96.18335000000002 42.778257),75.0,PLYMOUTH,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38174,Titos Handmade Vodka,12,375,5.42,8.13,8,65.04,3.0,0.79,2018,,,
4280,INV-10007900017,01/25/2018,4083,Fareway Stores #909 / Ankeny,109 SE Oralabor Rd,Ankeny,50021.0,POINT (-93.59949600000002 41.702811),77.0,POLK,1032200.0,Imported Flavored Vodka,370,PERNOD RICARD USA,34030,Absolut Citron (lemon Vodka),12,750,11.49,17.24,2,34.48,1.5,0.4,2018,,,
4281,INV-09995100050,01/24/2018,3722,Wal-Mart 1361 / Sioux City,3400 Singing Hills Blvd,Sioux City,51106.0,POINT (-96.36432 42.43609000000001),97.0,WOODBURY,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal Canadian Whisky,12,1000,18.89,28.34,12,340.08,12.0,3.17,2018,,,
4282,INV-09907200005,01/19/2018,3629,Wal-Mart 1965 / Council Bluffs,3200 Manawa Dr,Council Bluffs,51503.0,,78.0,POTTAWATTA,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,15.59,23.39,12,280.68,9.0,2.38,2018,,,
4283,INV-10032300003,01/26/2018,4937,ROCSTOP,1310 W Sheridan Ave,Shenandoah,51601.0,POINT (-95.38464 40.765869),73.0,PAGE,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,9.64,14.46,12,173.52,9.0,2.38,2018,15229,,
4284,INV-10009100056,01/25/2018,2515,Hy-Vee Food Store #1 / Mason City,2400 4th St SW,Mason City,50401.0,POINT (-93.23551 43.149557),17.0,CERRO GORD,1041200.0,Flavored Gin,370,PERNOD RICARD USA,33256,Seagrams Lime Twisted Gin,12,750,6.49,9.74,2,19.48,1.5,0.4,2018,,,
4285,INV-10015700009,01/25/2018,4598,Quik Trip #501 / E Euclid DM,2221 E Euclid Ave,Des Moines,50317.0,POINT (-93.577655 41.627702000000006),77.0,POLK,1031100.0,American Vodkas,300,McCormick Distilling Co.,36904,Mccormick Vodka Pet,24,375,1.8,2.7,8,21.6,3.0,0.79,2018,,,
4286,INV-10010200004,01/25/2018,5391,Casey's General Store # 1896/ Clear Lake,202 Hwy 18,ClearLake,50428.0,POINT (-93.965721 43.09706),17.0,CERRO GORD,1042100.0,Imported Dry Gins,260,DIAGEO AMERICAS,28865,Tanqueray Gin,24,375,6.99,10.49,3,31.47,1.12,0.3,2018,,,
